2e-06,0,0,0
2.7952e-06,2.7598e-07,0,0
3.5904e-06,1.492e-06,0,0
4.3855e-06,5.0853e-06,0,0
5.1807e-06,1.3376e-05,2.3315e-15,0
5.9759e-06,2.9582e-05,9.2482e-14,0
6.7711e-06,5.7741e-05,1.9215e-12,0
7.5663e-06,0.00010259,2.4705e-11,0
8.3614e-06,0.00016939,2.1935e-10,0
9.1566e-06,0.00026381,1.4534e-09,0
9.9518e-06,0.00039174,7.6046e-09,0
1.0747e-05,0.00055919,3.2777e-08,0
1.1542e-05,0.00077215,1.2021e-07,0
1.2337e-05,0.0010365,3.8479e-07,0
1.3133e-05,0.001358,1.0968e-06,0
1.3928e-05,0.001742,2.8292e-06,0
1.4723e-05,0.0021938,6.6933e-06,0
1.5518e-05,0.0027182,1.4682e-05,0
1.6313e-05,0.0033197,3.0132e-05,0
1.7108e-05,0.0040025,5.8309e-05,0
1.7904e-05,0.0047702,0.00010708,0
1.8699e-05,0.0056264,0.00018767,0
1.9494e-05,0.006574,0.0003154,0
2.0289e-05,0.0076157,0.00051037,0
2.1084e-05,0.0087538,0.00079811,1.7764e-15
2.188e-05,0.0099903,0.0012099,3.2085e-14
2.2675e-05,0.011327,0.001783,4.5786e-13
2.347e-05,0.012765,0.0025606,5.3068e-12
2.4265e-05,0.014305,0.0035915,5.074e-11
2.506e-05,0.015949,0.0049292,4.0673e-10
2.5855e-05,0.017696,0.0066314,2.773e-09
2.6651e-05,0.019547,0.0087588,1.6289e-08
2.7446e-05,0.021503,0.011373,8.3399e-08
2.8241e-05,0.023562,0.014538,3.7611e-07
2.9036e-05,0.025724,0.018314,1.5083e-06
2.9831e-05,0.02799,0.022759,5.4246e-06
3.0627e-05,0.030358,0.027929,1.7636e-05
3.1422e-05,0.032827,0.033872,5.2202e-05
3.2217e-05,0.035397,0.040632,0.0001416
3.3012e-05,0.038066,0.048244,0.00035411
3.3807e-05,0.040834,0.056735,0.00082095
3.4602e-05,0.043697,0.066125,0.0017735
3.5398e-05,0.046657,0.076423,0.0035869
3.6193e-05,0.04971,0.087629,0.0068218
3.6988e-05,0.052855,0.099736,0.01225
3.7783e-05,0.056091,0.11273,0.020851
3.8578e-05,0.059415,0.12658,0.03376
3.9373e-05,0.062827,0.14125,0.052169
4.0169e-05,0.066324,0.15671,0.07719
4.0964e-05,0.069904,0.17291,0.10969
4.1759e-05,0.073566,0.1898,0.15011
4.2554e-05,0.077308,0.20732,0.19841
4.3349e-05,0.081128,0.22541,0.25393
4.4145e-05,0.085023,0.24401,0.31547
4.494e-05,0.088993,0.26306,0.38137
4.5735e-05,0.093034,0.28248,0.44968
4.653e-05,0.097145,0.30222,0.5183
4.7325e-05,0.10132,0.3222,0.58525
4.812e-05,0.10557,0.34237,0.64876
4.8916e-05,0.10988,0.36266,0.70742
4.9711e-05,0.11425,0.383,0.76026
5.0506e-05,0.11869,0.40334,0.80671
5.1301e-05,0.12318,0.42362,0.84662
5.2096e-05,0.12773,0.44379,0.88017
5.2892e-05,0.13233,0.46379,0.9078
5.3687e-05,0.13698,0.48359,0.9301
5.4482e-05,0.14169,0.50314,0.94777
5.5277e-05,0.14645,0.5224,0.96151
5.6072e-05,0.15125,0.54133,0.97202
5.6867e-05,0.1561,0.5599,0.97992
5.7663e-05,0.161,0.57809,0.98577
5.8458e-05,0.16593,0.59587,0.99004
5.9253e-05,0.17091,0.61321,0.99311
6.0048e-05,0.17593,0.63011,0.99529
6.0843e-05,0.18098,0.64654,0.99681
6.1639e-05,0.18607,0.66249,0.99787
6.2434e-05,0.1912,0.67796,0.99859
6.3229e-05,0.19635,0.69293,0.99907
6.4024e-05,0.20154,0.70741,0.9994
6.4819e-05,0.20676,0.72139,0.99961
6.5614e-05,0.21201,0.73488,0.99975
6.641e-05,0.21728,0.74787,0.99984
6.7205e-05,0.22258,0.76036,0.9999
6.8e-05,0.22791,0.77237,0.99994
6.8795e-05,0.23325,0.7839,0.99996
6.959e-05,0.23862,0.79496,0.99998
7.0386e-05,0.24401,0.80555,0.99999
7.1181e-05,0.24942,0.81569,0.99999
7.1976e-05,0.25485,0.82539,0.99999
