7.2771e-05,0.26029,0.83465,1
7.3566e-05,0.26575,0.8435,1
7.4361e-05,0.27122,0.85194,1
7.5157e-05,0.27671,0.85998,1
7.5952e-05,0.28221,0.86764,1
7.6747e-05,0.28772,0.87494,1
7.7542e-05,0.29324,0.88187,1
7.8337e-05,0.29877,0.88847,1
7.9133e-05,0.30431,0.89473,1
7.9928e-05,0.30986,0.90068,1
8.0723e-05,0.31541,0.90632,1
8.1518e-05,0.32097,0.91167,1
8.2313e-05,0.32653,0.91674,1
8.3108e-05,0.33209,0.92154,1
8.3904e-05,0.33766,0.92609,1
8.4699e-05,0.34323,0.93039,1
8.5494e-05,0.34881,0.93446,1
8.6289e-05,0.35438,0.9383,1
8.7084e-05,0.35995,0.94194,1
8.788e-05,0.36553,0.94538,1
8.8675e-05,0.3711,0.94862,1
8.947e-05,0.37666,0.95168,1
9.0265e-05,0.38223,0.95457,1
9.106e-05,0.38779,0.95729,1
9.1855e-05,0.39335,0.95986,1
9.2651e-05,0.3989,0.96228,1
9.3446e-05,0.40445,0.96457,1
9.4241e-05,0.40999,0.96672,1
9.5036e-05,0.41552,0.96874,1
9.5831e-05,0.42105,0.97065,1
9.6627e-05,0.42657,0.97244,1
9.7422e-05,0.43208,0.97413,1
9.8217e-05,0.43759,0.97571,1
9.9012e-05,0.44308,0.97721,1
9.9807e-05,0.44856,0.97861,1
0.0001006,0.45404,0.97993,1
0.0001014,0.4595,0.98117,1
0.00010219,0.46495,0.98234,1
0.00010299,0.47039,0.98344,1
0.00010378,0.47582,0.98446,1
0.00010458,0.48124,0.98543,1
0.00010537,0.48665,0.98634,1
0.00010617,0.49204,0.98719,1
0.00010696,0.49742,0.98799,1
0.00010776,0.50278,0.98874,1
0.00010855,0.50813,0.98945,1
0.00010935,0.51347,0.99011,1
0.00011014,0.51879,0.99073,1
0.00011094,0.5241,0.99131,1
0.00011173,0.52939,0.99186,1
0.00011253,0.53467,0.99237,1
0.00011333,0.53993,0.99285,1
0.00011412,0.54518,0.9933,1
0.00011492,0.55041,0.99372,1
0.00011571,0.55562,0.99412,1
0.00011651,0.56082,0.99449,1
0.0001173,0.566,0.99484,1
0.0001181,0.57116,0.99516,1
0.00011889,0.57631,0.99547,1
0.00011969,0.58144,0.99575,1
0.00012048,0.58655,0.99602,1
0.00012128,0.59165,0.99627,1
0.00012207,0.59672,0.99651,1
0.00012287,0.60178,0.99673,1
0.00012366,0.60682,0.99694,1
0.00012446,0.61184,0.99713,1
0.00012525,0.61684,0.99731,1
0.00012605,0.62183,0.99748,1
0.00012684,0.6268,0.99764,1
0.00012764,0.63174,0.99779,1
0.00012843,0.63667,0.99793,1
0.00012923,0.64158,0.99806,1
0.00013002,0.64647,0.99818,1
0.00013082,0.65134,0.9983,1
0.00013161,0.65619,0.99841,1
0.00013241,0.66102,0.99851,1
0.0001332,0.66584,0.9986,1
0.000134,0.67063,0.99869,1
0.0001348,0.6754,0.99877,1
0.00013559,0.68016,0.99885,1
0.00013639,0.68489,0.99892,1
0.00013718,0.68961,0.99899,1
0.00013798,0.6943,0.99906,1
0.00013877,0.69897,0.99912,1
0.00013957,0.70363,0.99917,1
0.00014036,0.70826,0.99922,1
0.00014116,0.71288,0.99927,1
0.00014195,0.71747,0.99932,1
0.00014275,0.72205,0.99936,1
0.00014354,0.7266,0.9994,1
0.00014434,0.73114,0.99944,1
0.00014513,0.73565,0.99948,1
0.00014593,0.74014,0.99951,1
0.00014672,0.74462,0.99954,1
0.00014752,0.74907,0.99957,1
0.00014831,0.75351,0.9996,1
0.00014911,0.75792,0.99962,1
0.0001499,0.76231,0.99965,1
0.0001507,0.76669,0.99967,1
0.00015149,0.77104,0.99969,1
0.00015229,0.77537,0.99971,1
0.00015308,0.77968,0.99973,1
0.00015388,0.78398,0.99975,1
0.00015467,0.78825,0.99976,1
0.00015547,0.7925,0.99978,1
0.00015627,0.79674,0.99979,1
0.00015706,0.80095,0.9998,1
0.00015786,0.80514,0.99982,1
0.00015865,0.80931,0.99983,1
0.00015945,0.81347,0.99984,1
0.00016024,0.8176,0.99985,1
0.00016104,0.82171,0.99986,1
0.00016183,0.8258,0.99987,1
0.00016263,0.82988,0.99988,1
0.00016342,0.83393,0.99989,1
0.00016422,0.83796,0.99989,1
0.00016501,0.84198,0.9999,1
0.00016581,0.84597,0.99991,1
0.0001666,0.84995,0.99991,1
0.0001674,0.8539,0.99992,1
0.00016819,0.85784,0.99992,1
0.00016899,0.86176,0.99993,1
0.00016978,0.86565,0.99993,1
0.00017058,0.86953,0.99994,1
0.00017137,0.87339,0.99994,1
0.00017217,0.87723,0.99995,1
0.00017296,0.88105,0.99995,1
0.00017376,0.88485,0.99995,1
0.00017455,0.88863,0.99996,1
0.00017535,0.8924,0.99996,1
0.00017614,0.89614,0.99996,1
0.00017694,0.89987,0.99997,1
0.00017773,0.90357,0.99997,1
0.00017853,0.90726,0.99997,1
0.00017933,0.91093,0.99997,1
0.00018012,0.91458,0.99997,1
0.00018092,0.91821,0.99998,1
0.00018171,0.92183,0.99998,1
0.00018251,0.92542,0.99998,1
0.0001833,0.929,0.99998,1
0.0001841,0.93256,0.99998,1
0.00018489,0.9361,0.99998,1
0.00018569,0.93962,0.99999,1
0.00018648,0.94312,0.99999,1
0.00018728,0.94661,0.99999,1
0.00018807,0.95008,0.99999,1
0.00018887,0.95353,0.99999,1
0.00018966,0.95696,0.99999,1
0.00019046,0.96038,0.99999,1
0.00019125,0.96377,0.99999,1
0.00019205,0.96715,0.99999,1
0.00019284,0.97052,0.99999,1
0.00019364,0.97386,1,1
0.00019443,0.97719,1,1
0.00019523,0.9805,1,1
0.00019602,0.98379,1,1
0.00019682,0.98707,1,1
0.00019761,0.99033,1,1
0.00019841,0.99357,1,1
0.0001992,0.99679,1,1
0.0002,1,1,1
